Incident Date,Total Number of Dead and Missing,Coordinates
"Mon, 11/08/2021 , 12:00",1,"53.66069218, 23.63893303"
"Sun, 11/14/2021 , 12:00",1,"12.285716, 43.363376"
"Thu, 11/18/2021 , 12:00",1,"23.78196679, -15.90116199"
"Tue, 11/23/2021 , 12:00",14,"23.37530735, -16.72927617"
"Sun, 11/21/2021 , 12:00",1,"34.79151467, 23.42076936"
"Thu, 11/18/2021 , 12:00",2,"25.74547699, -15.96313482"
"Wed, 11/24/2021 , 12:00",16,"51.035818, 1.91888"
"Wed, 11/24/2021 , 12:00",1,"51.035818, 1.91888"
"Wed, 11/24/2021 , 12:00",3,"51.035818, 1.91888"
"Wed, 11/24/2021 , 12:00",1,"51.035818, 1.91888"
"Wed, 11/24/2021 , 12:00",4,"51.035818, 1.91888"
"Wed, 11/24/2021 , 12:00",1,"51.035818, 1.91888"
"Wed, 11/24/2021 , 12:00",1,"51.035818, 1.91888"
"Sat, 11/20/2021 , 12:00",1,"43.295348, -1.729753755"
"Fri, 11/19/2021 , 12:00",1,"35.88883629, -5.293346017"
"Sat, 11/20/2021 , 12:00",1,"26.18597568, -98.2218036"
"Thu, 11/18/2021 , 12:00",1,"28.50894329, -100.2978741"
"Mon, 10/18/2021 , 12:00",1,"7.916321729, -72.4623122"
"Sun, 11/14/2021 , 12:00",1,"11.32255621, -72.61491778"
"Tue, 11/09/2021 , 12:00",1,"28.74146784, -100.5149548"
"Wed, 11/17/2021 , 12:00",1,"29.337114, -100.9419958"
"Tue, 11/09/2021 , 12:00",1,"27.35145783, -99.39363979"
"Fri, 11/12/2021 , 12:00",1,"27.46325091, -99.47690982"
"Fri, 11/12/2021 , 12:00",1,"27.46325091, -99.47690982"
"Wed, 11/17/2021 , 12:00",4,"-35.43270714, -71.66583546"
"Mon, 11/22/2021 , 12:00",1,"7.267182998, -73.15006879"
"Wed, 11/24/2021 , 12:00",1,"31.76157513, -106.5108068"
"Sun, 11/28/2021 , 12:00",1,"45.730498, 19.078019"
"Thu, 11/25/2021 , 12:00",2,"27.554819, -13.351429"
"Fri, 11/26/2021 , 12:00",6,"26.623789, -15.325887"
"Sat, 11/27/2021 , 12:00",2,"27.260541, -14.137639"
"Mon, 11/22/2021 , 12:00",1,"26.18597568, -98.2218036"
"Sat, 11/27/2021 , 12:00",1,"45.127904, 19.195741"
"Sat, 11/27/2021 , 12:00",1,"55.338248, 26.637025"
"Sun, 11/28/2021 , 12:00",1,"53.897747, 24.439655"
"Thu, 11/25/2021 , 12:00",8,"18.99070006, -69.04945875"
"Sat, 11/06/2021 , 12:00",3,"16.700986, 99.24197"
"Thu, 11/25/2021 , 12:00",1,"43.805909, 7.593366"
"Wed, 08/11/2021 , 12:00",1,"35.899317, -5.334479"
"Sat, 11/27/2021 , 12:00",2,"35.890415, -5.277057"
"Sat, 10/23/2021 , 12:00",1,"35.886698, -5.292415"
"Thu, 12/02/2021 , 12:00",1,"27.81738, -13.931204"
"Fri, 12/03/2021 , 12:00",2,"36.935425, 27.362576"
"Mon, 11/29/2021 , 12:00",7,"21.882519, -72.333389"
"Sun, 11/28/2021 , 12:00",1,"28.69945954, -100.5113811"
"Wed, 11/24/2021 , 12:00",1,"31.75327019, -106.4227072"
"Thu, 12/02/2021 , 12:00",1,"31.42536159, -106.1249055"
"Wed, 12/01/2021 , 12:00",1,"37.24998723, 9.376958137"
"Sat, 12/04/2021 , 12:00",1,"37.26686035, 9.463464329"
"Fri, 12/03/2021 , 12:00",1,"52.74622975, 23.61071211"
"Wed, 12/01/2021 , 12:00",1,"-19.27003028, -68.62313648"
"Tue, 11/23/2021 , 12:00",1,"52.01261075, 14.72493172"
"Fri, 10/29/2021 , 12:00",1,"51.20999235, 14.93870326"
"Mon, 12/06/2021 , 12:00",1,"45.45970856, 13.64122156"
"Sat, 10/02/2021 , 12:00",1,"32.489937, -111.643853"
"Sat, 10/02/2021 , 12:00",1,"31.418889, -110.938056"
"Wed, 10/06/2021 , 12:00",1,"32.4559, -111.6436"
"Fri, 10/08/2021 , 12:00",1,"31.45417, -109.37305"
"Mon, 10/11/2021 , 12:00",1,"31.419583, -111.1771"
"Wed, 10/13/2021 , 12:00",1,"32.305756, -113.025369"
"Thu, 10/14/2021 , 12:00",1,"32.021791, -111.7592845"
"Mon, 10/18/2021 , 12:00",1,"31.75722, -111.42424"
"Wed, 10/20/2021 , 12:00",1,"31.51061, -111.24361"
"Thu, 10/28/2021 , 12:00",1,"32.46229, -111.709361"
"Fri, 10/29/2021 , 12:00",1,"32.456583, -111.636"
"Wed, 11/03/2021 , 12:00",1,"32.47055, -113.12511"
"Wed, 11/03/2021 , 12:00",1,"32.47054, -113.11639"
"Thu, 11/04/2021 , 12:00",1,"32.09045, -111.67715"
"Thu, 11/11/2021 , 12:00",1,"31.447194, -110.106028"
"Fri, 11/12/2021 , 12:00",1,"31.695683, -111.9953"
"Fri, 11/12/2021 , 12:00",1,"31.83074842, -110.707795"
"Fri, 11/12/2021 , 12:00",1,"31.83074842, -110.707795"
"Mon, 11/15/2021 , 12:00",1,"31.51492, -110.83563"
"Wed, 11/24/2021 , 12:00",1,"31.55340819, -111.0488462"
"Thu, 11/25/2021 , 12:00",1,"32.39344, -113.15643"
"Thu, 11/25/2021 , 12:00",1,"32.39351, -113.15721"
"Thu, 11/25/2021 , 12:00",1,"32.39028, -113.1462"
"Thu, 11/25/2021 , 12:00",1,"32.39372, -113.15846"
"Mon, 11/29/2021 , 12:00",1,"31.688633, -112.019333"
"Sun, 12/05/2021 , 12:00",1,"30.92051284, -104.6716081"
"Sun, 11/07/2021 , 12:00",1,"9.527325663, 45.55266379"
"Wed, 12/08/2021 , 12:00",1,"52.85481245, 23.86814777"
"Wed, 12/01/2021 , 12:00",1,"45.23274832, 15.54012814"
"Fri, 11/19/2021 , 12:00",1,"36.55576376, 31.99029783"
"Thu, 12/09/2021 , 12:00",41,"16.74175537, -93.03719285"
"Thu, 12/09/2021 , 12:00",9,"16.74175537, -93.03719285"
"Thu, 12/09/2021 , 12:00",1,"16.74175537, -93.03719285"
"Thu, 12/09/2021 , 12:00",3,"16.74175537, -93.03719285"
"Tue, 12/14/2021 , 12:00",2,"16.74885049, -93.07477435"
"Thu, 12/09/2021 , 12:00",1,"45.44366725, 13.6772452"
"Mon, 12/06/2021 , 12:00",23,"13.23329457, 6.728968406"
"Wed, 12/08/2021 , 12:00",3,"14.591986, 100.500401"
"Fri, 12/10/2021 , 12:00",2,"23.280853, -81.919517"
"Tue, 12/07/2021 , 12:00",1,"28.72504964, -100.5090504"
"Wed, 09/22/2021 , 12:00",1,"28.95958079, -96.7257861"
"Mon, 12/13/2021 , 12:00",7,"46.236862, 19.871051"
"Wed, 12/15/2021 , 12:00",12,"33.31768127, 11.62858845"
"Wed, 12/15/2021 , 12:00",6,"33.31768127, 11.62858845"
"Wed, 12/15/2021 , 12:00",1,"33.31768127, 11.62858845"
"Wed, 12/15/2021 , 12:00",1,"33.31768127, 11.62858845"
"Mon, 12/13/2021 , 12:00",4,"12.44906426, -61.44829549"
"Mon, 12/13/2021 , 12:00",1,"35.88900369, -5.294182054"
"Wed, 12/15/2021 , 12:00",1,"28.344805, -100.392501"
"Fri, 12/03/2021 , 12:00",1,"26.715491, -98.525629"
"Fri, 12/17/2021 , 12:00",1,"29.316474, -100.906933"
"Thu, 12/16/2021 , 12:00",6,"33.92652965, 10.86596099"
"Sat, 12/18/2021 , 12:00",17,"21.501667, -20.148333"
"Fri, 12/17/2021 , 12:00",1,"25.712149, -15.318394"
"Fri, 12/17/2021 , 12:00",11,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",64,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",5,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",1,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",4,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",6,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",3,"32.92694, 12.55682"
"Fri, 12/17/2021 , 12:00",8,"32.92694, 12.55682"
"Sat, 12/18/2021 , 12:00",61,"32.87826278, 12.4675193"
"Thu, 12/16/2021 , 12:00",1,"35.28499617, 12.5961634"
"Thu, 12/16/2021 , 12:00",2,"35.28499617, 12.5961634"
"Mon, 12/20/2021 , 12:00",1,"41.20768956, 26.3288103"
"Mon, 12/20/2021 , 12:00",1,"41.20768956, 26.3288103"
"Mon, 12/20/2021 , 12:00",1,"41.60184621, 26.59774884"
"Mon, 12/06/2021 , 12:00",3,"35.28445362, -3.014215991"
"Tue, 12/14/2021 , 12:00",1,"35.17991902, -2.914645109"
"Sun, 12/19/2021 , 12:00",1,"40.96188, 24.402181"
"Thu, 12/09/2021 , 12:00",1,"29.345707, -100.947238"
"Thu, 12/16/2021 , 12:00",1,"31.784103, -106.590148"
"Sun, 12/19/2021 , 12:00",9,"6.650461, -77.747508"
"Tue, 12/21/2021 , 12:00",35,"36.59486502, 24.96125227"
"Tue, 12/21/2021 , 12:00",2,"36.59486502, 24.96125227"
"Wed, 12/22/2021 , 12:00",1,"40.81622419, 26.29979817"
"Fri, 12/10/2021 , 12:00",1,"50.96776759, 1.858168536"
"Sat, 12/18/2021 , 12:00",1,"50.9887958, 1.969876921"
"Mon, 12/13/2021 , 12:00",2,"29.45303828, 59.68287884"
"Mon, 12/13/2021 , 12:00",5,"31.89119835, 54.36801167"
"Sun, 12/19/2021 , 12:00",1,"22.64824868, 91.1093487"
"Wed, 12/15/2021 , 12:00",37,"1.627482545, 104.3150323"
"Wed, 12/22/2021 , 12:00",3,"41.6738919, 26.46499074"
"Fri, 11/05/2021 , 12:00",1,"31.39332143, 22.28870139"
"Thu, 12/09/2021 , 12:00",1,"23.92794499, -15.78800626"
"Tue, 12/21/2021 , 12:00",7,"36.08663895, -0.315090086"
"Thu, 12/23/2021 , 12:00",2,"34.51930268, -1.843305943"
"Fri, 12/24/2021 , 12:00",11,"36.27736933, 23.09420429"
"Sat, 12/25/2021 , 12:00",25,"37.09629177, 25.13723325"
"Sat, 12/25/2021 , 12:00",10,"33.01462891, 12.549"
"Sat, 12/25/2021 , 12:00",3,"33.01462891, 12.549"
"Sat, 12/25/2021 , 12:00",1,"33.01462891, 12.549"
"Sat, 12/25/2021 , 12:00",1,"33.01462891, 12.549"
"Sat, 12/25/2021 , 12:00",31,"32.78066186, 13.88359052"
"Thu, 12/23/2021 , 12:00",5,"36.04801171, 0.131227404"
"Sat, 12/25/2021 , 12:00",1,"27.94103812, -12.93007396"
"Thu, 05/20/2021 , 12:00",6,"35.80374463, -5.81429893"
"Fri, 08/27/2021 , 12:00",2,"35.25525621, -2.787103987"
"Tue, 11/30/2021 , 12:00",5,"35.90318846, -5.329440867"
"Sun, 12/12/2021 , 12:00",1,"35.82377292, -5.35225997"
"Tue, 12/14/2021 , 12:00",1,"35.77886942, -5.796264511"
"Fri, 10/29/2021 , 12:00",14,"35.97257963, 0.035838184"
"Mon, 12/06/2021 , 12:00",1,"36.76777625, 5.587786519"
"Thu, 12/09/2021 , 12:00",1,"36.77921096, 5.626302113"
"Tue, 12/28/2021 , 12:00",2,"36.39968812, 0.911994706"
"Thu, 12/30/2021 , 12:00",1,"36.53776453, 1.57643692"
"Thu, 12/30/2021 , 12:00",1,"36.5277087, 1.320069546"
"Fri, 12/31/2021 , 12:00",2,"36.61122498, 2.201590043"
"Fri, 12/31/2021 , 12:00",1,"36.63907577, 2.652016307"
"Wed, 12/08/2021 , 12:00",29,"26.90347698, -13.48559656"
"Sat, 12/25/2021 , 12:00",22,"3.505417233, 101.042701"
"Tue, 12/21/2021 , 12:00",1,"36.95314267, -1.893477684"
"Sat, 12/25/2021 , 12:00",1,"32.65243001, -116.8548968"
"Sun, 09/19/2021 , 12:00",1,"53.980185, 23.302962"
"Sun, 09/19/2021 , 12:00",1,"53.122544, 23.891067"
"Wed, 09/08/2021 , 12:00",1,"41.2852665, 26.46428946"
"Sat, 11/20/2021 , 12:00",1,"40.99193863, 26.34775172"
"Fri, 12/31/2021 , 12:00",1,"40.99193863, 26.34775172"
"Thu, 06/03/2021 , 12:00",67,"27.21970179, -13.86468758"
"Sat, 06/26/2021 , 12:00",46,"24.05074679, -16.31087208"
"Wed, 12/01/2021 , 12:00",24,"27.94421198, -12.93335493"
"Sun, 05/30/2021 , 12:00",36,"23.77172839, -16.04033376"
"Fri, 12/31/2021 , 12:00",6,"36.269757, -2.278782"
"Sun, 12/26/2021 , 12:00",1,"-3.256664171, -79.873646"
"Thu, 12/23/2021 , 12:00",10,"10.51105527, -61.737821"
"Wed, 12/22/2021 , 12:00",1,"-19.27489006, -68.64026"
"Mon, 12/27/2021 , 12:00",1,"25.57028983, -100.94349"
"Tue, 12/28/2021 , 12:00",1,"28.80621926, -100.539882"
"Wed, 12/22/2021 , 12:00",1,"11.9622905, 43.254975"
"Tue, 12/28/2021 , 12:00",1,"12.59262, 43.198206"
"Thu, 12/02/2021 , 12:00",2,"36.75873396, 31.36767949"
"Tue, 12/28/2021 , 12:00",2,"38.18763139, 26.76413532"
"Mon, 12/20/2021 , 12:00",2,"34.49748394, -1.77381995"
"Mon, 09/20/2021 , 12:00",2,"37.88843405, 26.58353947"
"Tue, 08/03/2021 , 12:00",1,"32.34638968, -106.816155"
"Thu, 06/10/2021 , 12:00",1,"32.05753115, -108.330251"
"Wed, 12/29/2021 , 12:00",1,"28.6958926, -100.50903"
"Sat, 01/09/2021 , 12:00",1,"17.47226562, -91.42500125"
"Sat, 01/23/2021 , 12:00",1,"16.57222643, -95.10682307"
"Sat, 02/06/2021 , 12:00",1,"16.75154107, -93.10309024"
"Fri, 02/12/2021 , 12:00",1,"14.90657249, -92.26359259"
"Mon, 02/22/2021 , 12:00",1,"17.47146346, -91.42477594"
"Sun, 02/28/2021 , 12:00",1,"28.6936675, -100.5106763"
"Wed, 03/03/2021 , 12:00",1,"31.87598849, -112.8445121"
"Mon, 03/29/2021 , 12:00",1,"28.6936675, -100.5106763"
"Tue, 03/30/2021 , 12:00",1,"29.32063788, -100.9182285"
"Sat, 04/10/2021 , 12:00",1,"14.90657249, -92.26359259"
"Mon, 04/12/2021 , 12:00",1,"29.3239455, -100.9286333"
"Fri, 04/16/2021 , 12:00",1,"28.6936675, -100.5106763"
"Thu, 04/22/2021 , 12:00",2,"17.47654794, -91.40864085"
"Sun, 04/25/2021 , 12:00",1,"25.8839311, -97.49782897"
"Mon, 04/26/2021 , 12:00",1,"28.6936675, -100.5106763"
"Thu, 04/29/2021 , 12:00",1,"28.6936675, -100.5106763"
"Wed, 05/12/2021 , 12:00",3,"16.24365608, -92.12384666"
"Mon, 05/17/2021 , 12:00",1,"25.8839311, -97.49782897"
"Fri, 05/28/2021 , 12:00",1,"14.90657249, -92.26359259"
"Sat, 06/19/2021 , 12:00",1,"17.47146346, -91.42477594"
"Sat, 06/26/2021 , 12:00",1,"28.6936675, -100.5106763"
"Thu, 07/22/2021 , 12:00",1,"16.54858089, -95.10283759"
"Sun, 08/08/2021 , 12:00",2,"14.90657249, -92.26359259"
"Sun, 08/15/2021 , 12:00",1,"32.56647962, -116.6708237"
"Mon, 08/16/2021 , 12:00",1,"16.54858089, -95.10283759"
"Sat, 08/21/2021 , 12:00",1,"28.69755865, -100.5113841"
"Wed, 09/22/2021 , 12:00",1,"29.34612492, -100.9572459"
"Wed, 09/29/2021 , 12:00",1,"32.55266838, -116.8861104"
"Fri, 10/08/2021 , 12:00",2,"16.75154107, -93.10309024"
"Mon, 10/25/2021 , 12:00",1,"16.75154107, -93.10309024"
"Tue, 11/09/2021 , 12:00",1,"31.74643378, -106.4874159"
"Wed, 11/10/2021 , 12:00",1,"28.6936675, -100.5106763"
"Sat, 11/20/2021 , 12:00",1,"28.6936675, -100.5106763"
"Mon, 12/20/2021 , 12:00",1,"50.943662, 1.939685"
"Sun, 08/15/2021 , 12:00",1,"32.55613766, -114.78742"
"Sat, 12/11/2021 , 12:00",1,"31.68336334, -111.771129"
"Tue, 12/14/2021 , 12:00",1,"32.457526, -111.642319"
"Thu, 12/16/2021 , 12:00",1,"31.7892, -112.3544"
"Fri, 12/24/2021 , 12:00",1,"31.914255, -111.984646"
"Tue, 12/28/2021 , 12:00",1,"31.944159, -111.84184"
"Tue, 01/26/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 02/06/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sun, 02/07/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 02/08/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 02/10/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 02/17/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 02/18/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 02/22/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 02/22/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 02/22/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 02/23/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 02/27/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 02/27/2021 , 12:00",1,"32.2537812, 52.5058072"
"Sat, 03/06/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 03/23/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 03/23/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 03/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 03/25/2021 , 12:00",1,"29.5681684, 52.4908618"
"Thu, 03/25/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 03/29/2021 , 12:00",1,"37.56427965, 44.95937698"
"Tue, 03/30/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 04/05/2021 , 12:00",1,"29.85315945, 57.41401628"
"Tue, 04/06/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 04/06/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 04/19/2021 , 12:00",1,"36.07730236, 49.87005574"
"Wed, 04/21/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 04/24/2021 , 12:00",1,"37.56427965, 44.95937698"
"Sun, 04/25/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 04/26/2021 , 12:00",1,"36.07730236, 49.87005574"
"Mon, 04/26/2021 , 12:00",1,"32.2537812, 52.5058072"
"Tue, 06/01/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 06/03/2021 , 12:00",1,"31.96625955, 54.75878479"
"Thu, 06/03/2021 , 12:00",1,"31.96625955, 54.75878479"
"Sun, 01/10/2021 , 12:00",1,"27.21161534, 60.68482798"
"Sat, 06/12/2021 , 12:00",1,"37.56427965, 44.95937698"
"Mon, 06/14/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 06/19/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 06/19/2021 , 12:00",1,"31.96625955, 54.75878479"
"Mon, 06/21/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 06/22/2021 , 12:00",1,"37.56427965, 44.95937698"
"Thu, 06/24/2021 , 12:00",1,"32.2537812, 52.5058072"
"Sat, 06/26/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 07/01/2021 , 12:00",1,"32.2537812, 52.5058072"
"Thu, 07/15/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sun, 09/12/2021 , 12:00",1,"32.2537812, 52.5058072"
"Sun, 09/12/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 09/14/2021 , 12:00",1,"31.96625955, 54.75878479"
"Tue, 09/14/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 10/06/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 10/07/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 10/07/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 10/09/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 10/14/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 10/18/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sat, 01/16/2021 , 12:00",1,"29.47645121, 60.86744515"
"Tue, 10/19/2021 , 12:00",1,"36.07730236, 49.87005574"
"Sat, 01/16/2021 , 12:00",1,"29.47645121, 60.86744515"
"Fri, 02/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Mon, 02/08/2021 , 12:00",1,"28.22983422, 61.1960476"
"Wed, 10/27/2021 , 12:00",1,"37.56427965, 44.95937698"
"Mon, 02/08/2021 , 12:00",1,"27.35022729, 62.35316592"
"Wed, 02/10/2021 , 12:00",1,"28.95046741, 57.57054013"
"Wed, 02/10/2021 , 12:00",1,"28.72996721, 53.33652472"
"Sat, 02/13/2021 , 12:00",1,"27.99566687, 57.72427834"
"Sun, 02/14/2021 , 12:00",1,"31.88472913, 54.33057395"
"Mon, 11/22/2021 , 12:00",1,"35.6892523, 51.3896004"
"Sun, 02/14/2021 , 12:00",1,"31.84338571, 52.51348965"
"Wed, 11/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 11/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 11/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 11/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 11/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 11/24/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 11/25/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 11/30/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 12/01/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 12/07/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 12/15/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 12/16/2021 , 12:00",1,"35.6892523, 51.3896004"
"Thu, 12/23/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 12/27/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 12/28/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 12/28/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 12/28/2021 , 12:00",1,"35.6892523, 51.3896004"
"Tue, 12/28/2021 , 12:00",1,"35.6892523, 51.3896004"
"Wed, 12/29/2021 , 12:00",1,"35.6892523, 51.3896004"
"Mon, 02/15/2021 , 12:00",1,"31.88472913, 54.33057395"
"Mon, 02/15/2021 , 12:00",1,"28.22983422, 61.1960476"
"Mon, 02/15/2021 , 12:00",1,"28.22983422, 61.1960476"
"Mon, 02/15/2021 , 12:00",1,"28.22983422, 61.1960476"
"Mon, 02/15/2021 , 12:00",1,"28.22983422, 61.1960476"
"Tue, 02/16/2021 , 12:00",1,"27.21161534, 60.68482798"
"Wed, 02/17/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 02/18/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 02/21/2021 , 12:00",1,"30.89202146, 61.68389773"
"Mon, 02/22/2021 , 12:00",1,"28.22983422, 61.1960476"
"Fri, 02/26/2021 , 12:00",1,"31.05124289, 61.50177317"
"Fri, 02/26/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sat, 02/27/2021 , 12:00",1,"31.88472913, 54.33057395"
"Sat, 02/27/2021 , 12:00",1,"29.51929069, 60.85182954"
"Sun, 02/28/2021 , 12:00",1,"27.1892535, 56.23307736"
"Mon, 03/01/2021 , 12:00",1,"31.05124289, 61.50177317"
"Mon, 03/01/2021 , 12:00",1,"28.5056084, 58.8606437"
"Mon, 03/01/2021 , 12:00",1,"31.05124289, 61.50177317"
"Tue, 03/02/2021 , 12:00",1,"27.99566687, 57.72427834"
"Tue, 03/02/2021 , 12:00",1,"27.1793466, 56.2781423"
"Fri, 03/05/2021 , 12:00",1,"27.1793466, 56.2781423"
"Sun, 03/07/2021 , 12:00",1,"29.63186286, 52.51236196"
"Tue, 03/09/2021 , 12:00",1,"32.2537812, 52.5058072"
"Wed, 03/10/2021 , 12:00",1,"27.21161534, 60.68482798"
"Wed, 03/10/2021 , 12:00",1,"36.8127762, 59.0964723"
"Thu, 03/11/2021 , 12:00",1,"28.95046741, 57.57054013"
"Thu, 03/11/2021 , 12:00",1,"27.1793466, 56.2781423"
"Fri, 03/12/2021 , 12:00",1,"29.59303024, 50.66559392"
"Tue, 03/16/2021 , 12:00",1,"31.05124289, 61.50177317"
"Tue, 03/16/2021 , 12:00",1,"31.05124289, 61.50177317"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 03/18/2021 , 12:00",1,"29.1403563, 58.1782498"
"Fri, 03/19/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 03/19/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 03/21/2021 , 12:00",1,"27.35022729, 62.35316592"
"Wed, 03/24/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 03/28/2021 , 12:00",1,"27.1892535, 56.23307736"
"Sun, 03/28/2021 , 12:00",1,"27.5435505, 57.1494704"
"Mon, 03/29/2021 , 12:00",1,"29.1403563, 58.1782498"
"Tue, 03/30/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 03/31/2021 , 12:00",1,"29.1403563, 58.1782498"
"Wed, 03/31/2021 , 12:00",1,"29.1403563, 58.1782498"
"Wed, 03/31/2021 , 12:00",1,"29.1403563, 58.1782498"
"Wed, 03/31/2021 , 12:00",1,"30.2624, 54.9222443"
