Incident Date,Total Number of Dead and Missing,Coordinates
"Wed, 03/31/2021 , 12:00",1,"31.88472913, 54.33057395"
"Fri, 04/02/2021 , 12:00",1,"27.1793466, 56.2781423"
"Sat, 04/03/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 04/04/2021 , 12:00",1,"27.1793466, 56.2781423"
"Sun, 04/04/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 04/04/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 04/04/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 04/04/2021 , 12:00",1,"36.44746436, 59.39773944"
"Mon, 04/05/2021 , 12:00",1,"29.47645121, 60.86744515"
"Wed, 04/07/2021 , 12:00",1,"27.35710118, 52.8090266"
"Thu, 04/08/2021 , 12:00",1,"30.89202146, 61.68389773"
"Thu, 04/08/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 04/10/2021 , 12:00",1,"29.47645121, 60.86744515"
"Sat, 04/10/2021 , 12:00",1,"29.47645121, 60.86744515"
"Sat, 04/10/2021 , 12:00",1,"28.868884, 61.1628427"
"Tue, 04/13/2021 , 12:00",1,"30.89202146, 61.68389773"
"Tue, 04/13/2021 , 12:00",1,"30.89202146, 61.68389773"
"Wed, 04/14/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 04/18/2021 , 12:00",1,"30.27629382, 57.0662465"
"Mon, 04/19/2021 , 12:00",1,"28.89461767, 50.90279461"
"Wed, 04/21/2021 , 12:00",1,"27.82817, 52.32536"
"Thu, 04/22/2021 , 12:00",1,"27.99566687, 57.72427834"
"Fri, 04/23/2021 , 12:00",1,"28.95046741, 57.57054013"
"Sun, 04/25/2021 , 12:00",1,"29.2661428, 51.2120597"
"Sun, 04/25/2021 , 12:00",1,"27.99566687, 57.72427834"
"Sun, 04/25/2021 , 12:00",1,"36.8127762, 59.0964723"
"Sun, 04/25/2021 , 12:00",1,"28.95046741, 57.57054013"
"Sun, 04/25/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 04/28/2021 , 12:00",1,"27.26241605, 55.78450707"
"Wed, 04/28/2021 , 12:00",1,"27.26241605, 55.78450707"
"Thu, 04/29/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 04/30/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 05/02/2021 , 12:00",1,"32.2537812, 52.5058072"
"Sun, 05/02/2021 , 12:00",1,"29.47645121, 60.86744515"
"Sat, 04/24/2021 , 12:00",1,"37.04, 69.85"
"Wed, 05/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Thu, 05/06/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 04/25/2021 , 12:00",1,"37.04, 69.85"
"Fri, 05/07/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 05/09/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 05/09/2021 , 12:00",1,"28.91397523, 50.92710097"
"Mon, 05/10/2021 , 12:00",1,"32.2537812, 52.5058072"
"Fri, 05/14/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 05/17/2021 , 12:00",1,"30.89202146, 61.68389773"
"Mon, 05/17/2021 , 12:00",1,"30.89202146, 61.68389773"
"Sat, 05/22/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 05/23/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sun, 05/23/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sun, 05/23/2021 , 12:00",1,"31.05124289, 61.50177317"
"Mon, 05/24/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 05/24/2021 , 12:00",1,"31.05124289, 61.50177317"
"Thu, 05/27/2021 , 12:00",1,"29.63186286, 52.51236196"
"Thu, 05/27/2021 , 12:00",1,"29.63186286, 52.51236196"
"Thu, 05/27/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 05/28/2021 , 12:00",1,"28.94479556, 51.04776985"
"Sat, 05/29/2021 , 12:00",1,"29.63186286, 52.51236196"
"Tue, 06/01/2021 , 12:00",1,"30.27629382, 57.0662465"
"Tue, 06/01/2021 , 12:00",1,"31.3350096, 48.8702866"
"Tue, 06/01/2021 , 12:00",1,"31.05124289, 61.50177317"
"Tue, 06/01/2021 , 12:00",1,"30.27629382, 57.0662465"
"Wed, 06/02/2021 , 12:00",1,"29.47645121, 60.86744515"
"Wed, 06/02/2021 , 12:00",1,"34.03107046, 51.44519483"
"Thu, 06/03/2021 , 12:00",1,"27.35022729, 62.35316592"
"Fri, 06/04/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sat, 06/05/2021 , 12:00",1,"27.2865905, 57.6697047"
"Sat, 06/05/2021 , 12:00",1,"27.2865905, 57.6697047"
"Sat, 06/05/2021 , 12:00",1,"28.72996721, 53.33652472"
"Sat, 06/05/2021 , 12:00",1,"29.677621, 52.52233"
"Sun, 06/06/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 06/06/2021 , 12:00",1,"28.533616, 51.100824"
"Sun, 06/06/2021 , 12:00",1,"28.533616, 51.100824"
"Wed, 06/09/2021 , 12:00",1,"31.05124289, 61.50177317"
"Wed, 06/09/2021 , 12:00",1,"28.95046741, 57.57054013"
"Thu, 06/10/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sat, 06/05/2021 , 12:00",1,"31.05124289, 61.50177317"
"Thu, 06/10/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 06/10/2021 , 12:00",1,"28.95046741, 57.57054013"
"Fri, 06/11/2021 , 12:00",1,"28.868884, 61.1628427"
"Fri, 06/11/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 06/12/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 06/13/2021 , 12:00",1,"27.1892535, 56.23307736"
"Mon, 06/14/2021 , 12:00",1,"27.21161534, 60.68482798"
"Tue, 06/15/2021 , 12:00",1,"27.35022729, 62.35316592"
"Wed, 06/16/2021 , 12:00",1,"29.63186286, 52.51236196"
"Thu, 06/17/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 06/17/2021 , 12:00",1,"28.91397523, 50.92710097"
"Sat, 06/19/2021 , 12:00",1,"29.47645121, 60.86744515"
"Sun, 06/20/2021 , 12:00",1,"29.47645121, 60.86744515"
"Thu, 06/24/2021 , 12:00",1,"29.47645121, 60.86744515"
"Thu, 06/24/2021 , 12:00",1,"29.47645121, 60.86744515"
"Thu, 06/24/2021 , 12:00",1,"29.47645121, 60.86744515"
"Thu, 06/24/2021 , 12:00",1,"29.1403563, 58.1782498"
"Fri, 06/25/2021 , 12:00",1,"28.95046741, 57.57054013"
"Fri, 06/25/2021 , 12:00",1,"28.91397523, 50.92710097"
"Fri, 06/25/2021 , 12:00",1,"28.22983422, 61.1960476"
"Mon, 06/28/2021 , 12:00",1,"30.89202146, 61.68389773"
"Tue, 06/29/2021 , 12:00",1,"32.213049, 54.079164"
"Tue, 06/29/2021 , 12:00",1,"27.35022729, 62.35316592"
"Wed, 06/30/2021 , 12:00",1,"36.8127762, 59.0964723"
"Thu, 07/01/2021 , 12:00",1,"26.526372, 54.013255"
"Thu, 07/01/2021 , 12:00",1,"25.305077, 60.657897"
"Thu, 07/01/2021 , 12:00",1,"29.63186286, 52.51236196"
"Thu, 07/01/2021 , 12:00",1,"27.1793466, 56.2781423"
"Thu, 07/01/2021 , 12:00",1,"29.516516, 60.851173"
"Fri, 07/02/2021 , 12:00",1,"27.673846, 54.312756"
"Fri, 07/02/2021 , 12:00",1,"27.21161534, 60.68482798"
"Fri, 07/02/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 07/03/2021 , 12:00",1,"31.05124289, 61.50177317"
"Mon, 07/05/2021 , 12:00",1,"28.91397523, 50.92710097"
"Tue, 07/06/2021 , 12:00",1,"30.325114, 56.069676"
"Wed, 07/07/2021 , 12:00",1,"31.88472913, 54.33057395"
"Thu, 07/08/2021 , 12:00",1,"31.05124289, 61.50177317"
"Thu, 07/08/2021 , 12:00",1,"30.27629382, 57.0662465"
"Fri, 07/09/2021 , 12:00",1,"30.27629382, 57.0662465"
"Fri, 07/09/2021 , 12:00",1,"32.2537812, 52.5058072"
"Sat, 07/10/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 07/10/2021 , 12:00",1,"30.668333, 51.588056"
"Sun, 07/11/2021 , 12:00",1,"30.27629382, 57.0662465"
"Tue, 07/13/2021 , 12:00",1,"29.907916, 56.586928"
"Wed, 07/14/2021 , 12:00",1,"28.95046741, 57.57054013"
"Thu, 07/15/2021 , 12:00",1,"30.325114, 56.069676"
"Thu, 07/15/2021 , 12:00",1,"27.190837, 60.479822"
"Thu, 07/15/2021 , 12:00",1,"31.88472913, 54.33057395"
"Thu, 07/15/2021 , 12:00",1,"29.63186286, 52.51236196"
"Thu, 07/15/2021 , 12:00",1,"29.47645121, 60.86744515"
"Thu, 07/15/2021 , 12:00",1,"30.325114, 56.069676"
"Fri, 07/16/2021 , 12:00",1,"30.325114, 56.069676"
"Sat, 07/17/2021 , 12:00",1,"27.1793466, 56.2781423"
"Mon, 07/19/2021 , 12:00",1,"27.659444, 52.6575"
"Mon, 07/19/2021 , 12:00",1,"27.35022729, 62.35316592"
"Mon, 07/19/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 07/19/2021 , 12:00",1,"30.27629382, 57.0662465"
"Tue, 07/20/2021 , 12:00",1,"27.673846, 54.312756"
"Tue, 07/20/2021 , 12:00",1,"30.325114, 56.069676"
"Wed, 07/21/2021 , 12:00",1,"31.88472913, 54.33057395"
"Thu, 07/22/2021 , 12:00",1,"29.47645121, 60.86744515"
"Sun, 07/25/2021 , 12:00",1,"27.21161534, 60.68482798"
"Wed, 07/28/2021 , 12:00",1,"27.35022729, 62.35316592"
"Wed, 07/28/2021 , 12:00",1,"28.91397523, 50.92710097"
"Thu, 07/29/2021 , 12:00",1,"32.2537812, 52.5058072"
"Thu, 07/29/2021 , 12:00",1,"27.35022729, 62.35316592"
"Thu, 07/29/2021 , 12:00",1,"27.35022729, 62.35316592"
"Fri, 07/30/2021 , 12:00",1,"27.1793466, 56.2781423"
"Sat, 07/31/2021 , 12:00",1,"28.91397523, 50.92710097"
"Fri, 08/13/2021 , 12:00",1,"31.02631, 61.524888"
"Mon, 08/16/2021 , 12:00",1,"28.91397523, 50.92710097"
"Tue, 08/17/2021 , 12:00",1,"28.22983422, 61.1960476"
"Thu, 08/19/2021 , 12:00",1,"28.22983422, 61.1960476"
"Thu, 08/19/2021 , 12:00",1,"28.22983422, 61.1960476"
"Thu, 08/19/2021 , 12:00",1,"28.22983422, 61.1960476"
"Thu, 08/19/2021 , 12:00",1,"27.1793466, 56.2781423"
"Sat, 08/21/2021 , 12:00",1,"28.91397523, 50.92710097"
"Mon, 08/23/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 08/26/2021 , 12:00",1,"30.27629382, 57.0662465"
"Fri, 08/27/2021 , 12:00",1,"27.35022729, 62.35316592"
"Fri, 08/27/2021 , 12:00",1,"27.35022729, 62.35316592"
"Fri, 08/27/2021 , 12:00",1,"34.062187, 49.708889"
"Sat, 08/28/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 08/28/2021 , 12:00",1,"34.062187, 49.708889"
"Sat, 08/28/2021 , 12:00",1,"27.21161534, 60.68482798"
"Sat, 08/28/2021 , 12:00",1,"27.21161534, 60.68482798"
"Sat, 08/28/2021 , 12:00",1,"27.21161534, 60.68482798"
"Sat, 08/28/2021 , 12:00",1,"27.21161534, 60.68482798"
"Sat, 08/28/2021 , 12:00",1,"27.21161534, 60.68482798"
"Sat, 08/28/2021 , 12:00",1,"27.21161534, 60.68482798"
"Mon, 08/30/2021 , 12:00",1,"27.1793466, 56.2781423"
"Wed, 09/01/2021 , 12:00",1,"31.05124289, 61.50177317"
"Thu, 09/02/2021 , 12:00",1,"28.95046741, 57.57054013"
"Fri, 09/03/2021 , 12:00",1,"29.47645121, 60.86744515"
"Fri, 09/03/2021 , 12:00",1,"29.424292, 55.718003"
"Sat, 09/04/2021 , 12:00",1,"29.424292, 55.718003"
"Sat, 09/04/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 09/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 09/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 09/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 09/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 09/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 09/05/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 09/05/2021 , 12:00",1,"27.35022729, 62.35316592"
"Mon, 09/06/2021 , 12:00",1,"27.1793466, 56.2781423"
"Mon, 09/06/2021 , 12:00",1,"27.21161534, 60.68482798"
"Tue, 09/07/2021 , 12:00",1,"27.35022729, 62.35316592"
"Tue, 09/07/2021 , 12:00",1,"29.63186286, 52.51236196"
"Tue, 09/07/2021 , 12:00",1,"27.35022729, 62.35316592"
"Tue, 09/07/2021 , 12:00",1,"27.35022729, 62.35316592"
"Tue, 09/07/2021 , 12:00",1,"27.1892535, 56.23307736"
"Tue, 09/07/2021 , 12:00",1,"29.47556374, 55.66993734"
"Wed, 09/08/2021 , 12:00",1,"29.1403563, 58.1782498"
"Wed, 09/08/2021 , 12:00",1,"27.99566687, 57.72427834"
"Thu, 09/09/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 09/09/2021 , 12:00",1,"27.18681038, 56.28251779"
"Fri, 09/10/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 09/10/2021 , 12:00",1,"28.95046741, 57.57054013"
"Sat, 09/11/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sun, 09/12/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 09/12/2021 , 12:00",1,"26.57235228, 54.89427137"
"Wed, 09/15/2021 , 12:00",1,"31.05124289, 61.50177317"
"Wed, 09/15/2021 , 12:00",1,"30.27629382, 57.0662465"
"Wed, 09/15/2021 , 12:00",1,"31.3350096, 48.8702866"
"Thu, 09/16/2021 , 12:00",1,"31.05124289, 61.50177317"
"Fri, 09/17/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 09/20/2021 , 12:00",1,"29.47645121, 60.86744515"
"Mon, 09/20/2021 , 12:00",1,"30.89202146, 61.68389773"
"Mon, 09/20/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 09/24/2021 , 12:00",1,"30.47697108, 54.21225068"
"Mon, 09/27/2021 , 12:00",1,"27.21161534, 60.68482798"
"Tue, 09/28/2021 , 12:00",1,"31.8351826, 52.59582281"
"Tue, 09/28/2021 , 12:00",1,"28.91397523, 50.92710097"
"Thu, 09/30/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 10/01/2021 , 12:00",1,"29.1403563, 58.1782498"
"Fri, 10/01/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sat, 10/02/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sat, 10/02/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sat, 10/02/2021 , 12:00",1,"28.91397523, 50.92710097"
"Sun, 10/03/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sun, 10/03/2021 , 12:00",1,"29.1403563, 58.1782498"
"Tue, 10/05/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 10/06/2021 , 12:00",1,"29.46808215, 60.85646074"
"Thu, 10/07/2021 , 12:00",1,"29.47645121, 60.86744515"
"Fri, 10/08/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sat, 10/09/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sat, 10/09/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sat, 10/09/2021 , 12:00",1,"30.27629382, 57.0662465"
"Mon, 10/11/2021 , 12:00",1,"29.47645121, 60.86744515"
"Fri, 10/15/2021 , 12:00",1,"32.2537812, 52.5058072"
"Fri, 10/15/2021 , 12:00",1,"27.21161534, 60.68482798"
"Fri, 10/15/2021 , 12:00",1,"28.91397523, 50.92710097"
"Sun, 10/17/2021 , 12:00",1,"27.99566687, 57.72427834"
"Sun, 10/17/2021 , 12:00",1,"34.78684104, 50.96974925"
"Sun, 10/17/2021 , 12:00",1,"27.99566687, 57.72427834"
"Mon, 10/18/2021 , 12:00",1,"29.63186286, 52.51236196"
"Tue, 10/19/2021 , 12:00",1,"36.47799718, 52.06823445"
"Wed, 10/20/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 10/20/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 10/20/2021 , 12:00",1,"28.22983422, 61.1960476"
"Thu, 10/21/2021 , 12:00",1,"28.22983422, 61.1960476"
"Thu, 10/21/2021 , 12:00",1,"28.22983422, 61.1960476"
"Fri, 10/22/2021 , 12:00",1,"28.91397523, 50.92710097"
"Sat, 10/23/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sat, 10/23/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sat, 10/23/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 10/24/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 10/24/2021 , 12:00",1,"31.05124289, 61.50177317"
"Sun, 10/24/2021 , 12:00",1,"28.8980463, 50.87978635"
"Sun, 10/24/2021 , 12:00",1,"31.88472913, 54.33057395"
"Mon, 10/25/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 10/25/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 10/25/2021 , 12:00",1,"29.63186286, 52.51236196"
"Mon, 10/25/2021 , 12:00",1,"28.22983422, 61.1960476"
"Mon, 10/25/2021 , 12:00",1,"29.47645121, 60.86744515"
"Mon, 10/25/2021 , 12:00",1,"28.22983422, 61.1960476"
"Tue, 10/26/2021 , 12:00",1,"30.27629382, 57.0662465"
"Wed, 10/27/2021 , 12:00",1,"29.47556374, 55.67268392"
"Wed, 10/27/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 10/28/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 10/28/2021 , 12:00",1,"27.1793466, 56.2781423"
"Mon, 11/01/2021 , 12:00",1,"27.21161534, 60.68482798"
"Mon, 11/01/2021 , 12:00",1,"27.99566687, 57.72427834"
"Mon, 11/01/2021 , 12:00",1,"29.47645121, 60.86744515"
"Tue, 11/02/2021 , 12:00",1,"31.88472913, 54.33057395"
"Tue, 11/02/2021 , 12:00",1,"27.21161534, 60.68482798"
"Tue, 11/02/2021 , 12:00",1,"27.21161534, 60.68482798"
"Tue, 11/02/2021 , 12:00",1,"27.21161534, 60.68482798"
"Tue, 11/02/2021 , 12:00",1,"27.21161534, 60.68482798"
"Wed, 11/03/2021 , 12:00",1,"27.21161534, 60.68482798"
"Thu, 11/04/2021 , 12:00",1,"27.50484485, 62.75022748"
"Fri, 11/05/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 11/05/2021 , 12:00",1,"27.99566687, 57.72427834"
"Sat, 11/06/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 11/06/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 11/06/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sat, 11/06/2021 , 12:00",1,"30.37780347, 55.98242807"
"Sun, 11/07/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 11/07/2021 , 12:00",1,"30.27629382, 57.0662465"
"Tue, 11/09/2021 , 12:00",1,"27.35022729, 62.35316592"
"Wed, 11/10/2021 , 12:00",1,"28.72996721, 53.33652472"
"Fri, 11/12/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sat, 11/13/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 11/14/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 11/14/2021 , 12:00",1,"29.1403563, 58.1782498"
"Thu, 11/18/2021 , 12:00",1,"27.21161534, 60.68482798"
"Fri, 11/19/2021 , 12:00",1,"27.99566687, 57.72427834"
"Fri, 11/19/2021 , 12:00",1,"27.1793466, 56.2781423"
"Sat, 11/20/2021 , 12:00",1,"29.49140341, 55.69568655"
"Wed, 11/24/2021 , 12:00",1,"29.62014626, 52.56665007"
"Wed, 11/24/2021 , 12:00",1,"29.2661428, 51.2120597"
"Thu, 11/25/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 11/25/2021 , 12:00",1,"31.88472913, 54.33057395"
"Fri, 11/26/2021 , 12:00",1,"27.20337126, 60.6923812"
"Sat, 11/27/2021 , 12:00",1,"31.05124289, 61.50177317"
"Mon, 11/29/2021 , 12:00",1,"27.20337126, 60.6923812"
"Tue, 11/30/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sun, 12/05/2021 , 12:00",1,"32.31200916, 54.0212767"
"Mon, 12/06/2021 , 12:00",1,"31.88472913, 54.33057395"
"Mon, 12/06/2021 , 12:00",1,"31.88472913, 54.33057395"
"Tue, 12/07/2021 , 12:00",1,"31.88472913, 54.33057395"
"Tue, 12/07/2021 , 12:00",1,"31.88472913, 54.33057395"
"Tue, 12/07/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 12/08/2021 , 12:00",1,"27.36577836, 62.33531363"
"Wed, 12/08/2021 , 12:00",1,"29.49140341, 55.69568655"
"Fri, 12/10/2021 , 12:00",1,"27.1793466, 56.2781423"
"Fri, 12/10/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sat, 12/11/2021 , 12:00",1,"31.05124289, 61.50177317"
"Wed, 12/15/2021 , 12:00",1,"29.1403563, 58.1782498"
"Fri, 12/17/2021 , 12:00",1,"35.51882803, 51.61748153"
"Fri, 12/17/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sun, 12/19/2021 , 12:00",1,"30.27629382, 57.0662465"
"Sun, 12/19/2021 , 12:00",1,"27.35022729, 62.35316592"
"Sun, 12/19/2021 , 12:00",1,"28.91397523, 50.92710097"
"Tue, 12/21/2021 , 12:00",1,"30.27629382, 57.0662465"
"Tue, 12/21/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 12/24/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 09/10/2021 , 12:00",1,"29.1403563, 58.1782498"
"Sun, 09/26/2021 , 12:00",1,"28.95046741, 57.57054013"
"Fri, 10/15/2021 , 12:00",1,"29.1403563, 58.1782498"
"Mon, 10/25/2021 , 12:00",1,"29.63186286, 52.51236196"
"Fri, 11/12/2021 , 12:00",1,"30.27629382, 57.0662465"
"Thu, 11/25/2021 , 12:00",1,"30.30573986, 56.00364259"
"Thu, 11/25/2021 , 12:00",1,"30.30573986, 56.00364259"
"Tue, 12/07/2021 , 12:00",1,"29.63186286, 52.51236196"
"Wed, 12/08/2021 , 12:00",1,"29.63186286, 52.51236196"
"Sat, 12/18/2021 , 12:00",1,"35.76981593, 51.43052392"
"Thu, 01/14/2021 , 12:00",1,"30.564167, -104.1625"
"Thu, 01/21/2021 , 12:00",1,"30.55524, -104.70336"
"Wed, 02/17/2021 , 12:00",1,"30.50953451, -104.4017249"
"Sun, 06/27/2021 , 12:00",1,"30.5787, -104.89828"
"Tue, 03/30/2021 , 12:00",1,"15.27997093, -92.230875"
"Sat, 01/09/2021 , 12:00",1,"32.678482, -115.985166"
"Thu, 01/14/2021 , 12:00",1,"32.67996, -115.44769"
"Fri, 01/22/2021 , 12:00",1,"32.67263, -115.3957"
"Tue, 01/26/2021 , 12:00",1,"32.4013, -115.3136"
"Tue, 03/02/2021 , 12:00",1,"32.779775, -115.568425"
"Wed, 03/17/2021 , 12:00",1,"32.662476, -115.535316"
"Sun, 03/21/2021 , 12:00",1,"32.695868, -115.283277"
"Sat, 04/10/2021 , 12:00",1,"32.7326, -114.874283"
"Thu, 04/15/2021 , 12:00",1,"32.67161, -115.52638"
"Thu, 04/15/2021 , 12:00",1,"32.68642, -115.45545"
"Sat, 04/17/2021 , 12:00",1,"32.70554, -115.03065"
"Tue, 04/27/2021 , 12:00",1,"32.670309, -115.428527"
"Sat, 05/01/2021 , 12:00",1,"32.631388, -116.008278"
"Thu, 05/06/2021 , 12:00",1,"32.70531, -115.21855"
"Sun, 05/16/2021 , 12:00",1,"32.758691, -114.81577"
"Tue, 06/01/2021 , 12:00",1,"32.75695, -114.81583"
"Sat, 06/19/2021 , 12:00",1,"32.78393, -116.11895"
"Wed, 07/07/2021 , 12:00",1,"32.718267, -114.888787"
"Fri, 07/09/2021 , 12:00",1,"32.6971, -116.08127"
"Fri, 07/09/2021 , 12:00",1,"32.779775, -115.568425"
"Mon, 07/12/2021 , 12:00",1,"32.1105, -114.93214"
"Sun, 07/18/2021 , 12:00",1,"32.68717, -115.40261"
"Mon, 08/09/2021 , 12:00",1,"32.6755, -115.4651"
"Thu, 08/26/2021 , 12:00",1,"32.4288, -114.5397"
"Mon, 08/30/2021 , 12:00",1,"32.70527, -115.218677"
"Mon, 08/09/2021 , 12:00",1,"32.755115, -115.218055"
"Mon, 12/27/2021 , 12:00",1,"40.82499214, 26.302935"
"Fri, 12/31/2021 , 12:00",55,"-12.565108, 44.862988"
"Thu, 09/09/2021 , 12:00",1,"32.70568, -115.01042"
"Sat, 09/11/2021 , 12:00",2,"32.70568, -115.01042"
"Thu, 09/16/2021 , 12:00",1,"32.70568, -115.01042"
"Fri, 09/24/2021 , 12:00",1,"32.69971, -115.28403"
"Fri, 09/24/2021 , 12:00",1,"32.68046, -116.03436"
"Wed, 09/29/2021 , 12:00",1,"32.707885, -115.004355"
"Thu, 10/21/2021 , 12:00",1,"32.71172, -114.94273"
"Wed, 10/27/2021 , 12:00",1,"32.74159, -114.85313"
"Tue, 11/09/2021 , 12:00",1,"32.6865, -115.45549"
"Tue, 08/31/2021 , 12:00",2,"34.12307543, 71.093645"
"Fri, 12/31/2021 , 12:00",1,"8.57402039, 95.833455"
"Sun, 10/31/2021 , 12:00",1,"53.90854342, 27.54825981"
"Wed, 10/20/2021 , 12:00",1,"53.11681087, 23.70831182"
"Tue, 12/14/2021 , 12:00",6,"31.92288306, 54.32441645"
